plant,signal,metric,device,device_type,device_uuid,device_parent,signal_uuid
Llanillos,potencia_activa_modul,,module5,module,9c0c7332-4431-4097-9e27-dbbd937b3ee8,inverter1,70187b20-db5b-4355-ba8d-5df8d773435c
Llanillos,energia_modul,,module5,module,9c0c7332-4431-4097-9e27-dbbd937b3ee8,inverter1,c33d6845-ec2b-4def-88d0-e483c4e79c1e
Llanillos,Idc_modul,,module6,module,f222098a-6fa3-48af-bce4-b29632b6cb9c,inverter1,f717b70c-574f-489b-9f03-7ecd005f54da
Llanillos,temperatura_mitjana_modul,,module6,module,f222098a-6fa3-48af-bce4-b29632b6cb9c,inverter1,d96d64da-a0f6-4d28-8119-fd473115a76a
Llanillos,Ir_BT_modul,,module6,module,f222098a-6fa3-48af-bce4-b29632b6cb9c,inverter1,1f4c8c8b-9076-4a9e-976c-f5736fc042c9
Llanillos,Is_BT_modul,,module6,module,f222098a-6fa3-48af-bce4-b29632b6cb9c,inverter1,0ae7208e-288c-4c95-81e7-c79527d9c730
Llanillos,It_BT_modul,,module6,module,f222098a-6fa3-48af-bce4-b29632b6cb9c,inverter1,f800a8c3-9e80-4478-9c2a-e5b829572230
Llanillos,potencia_activa_modul,,module6,module,f222098a-6fa3-48af-bce4-b29632b6cb9c,inverter1,002006de-3e4d-4116-8326-41917c89de27
Llanillos,energia_modul,,module6,module,f222098a-6fa3-48af-bce4-b29632b6cb9c,inverter1,0fa7df9c-76e5-44cf-9f1c-800640cb904b
Llanillos,comunicacio_ok,,inverter1,inverter,09343308-c76e-4b4d-b124-51227852af8f,,13e4ee21-d0d2-4077-89ce-e73b8555f67c
Llanillos,irradiacio_sonda_neta,,sensor1,sensor,23c2f84b-5734-4efa-918d-c773cdff9f19,,db276eda-bb40-410b-9784-c3a1c78875d2
Llanillos,irradiacio_sonda_bruta,irradiance,sensor1,sensor,23c2f84b-5734-4efa-918d-c773cdff9f19,,55f3b1f3-68c9-4872-b2c4-1dfd76b6489a
Llanillos,irradiacio_piranometre,,sensor1,sensor,23c2f84b-5734-4efa-918d-c773cdff9f19,,e37deaa4-cc0e-499f-b3ed-d8d1e81a459f
Llanillos,temperatura_ambient,,sensor1,sensor,23c2f84b-5734-4efa-918d-c773cdff9f19,,4acf7aca-6209-493c-bb39-c8237b6b5f2e
Llanillos,temperatua_panell,,sensor1,sensor,23c2f84b-5734-4efa-918d-c773cdff9f19,,b9fed2c7-4c62-41c1-9bfc-5a9bf99b071d
Llanillos,comunicacio_ok,,sensor1,sensor,23c2f84b-5734-4efa-918d-c773cdff9f19,,1df3c7a8-338b-41f7-899c-ee2441198d01
Matallana,energia_exportada,exported_energy,meter,meter,529d55a4-26fc-4055-b268-ed51d197ff1b,,04d9d6e5-0afb-484e-8eae-5d71b6d98640
Matallana,Comptador_Energia Importada,,meter,meter,529d55a4-26fc-4055-b268-ed51d197ff1b,,340cf2f4-55d1-4a65-b14a-1809b82a8d87
Matallana,Comptador_Energia Reactiva Q1,,meter,meter,529d55a4-26fc-4055-b268-ed51d197ff1b,,dd6542ab-66b0-4dea-9449-08a63e61a34d
Matallana,Comptador_Energia Reactiva Q2,,meter,meter,529d55a4-26fc-4055-b268-ed51d197ff1b,,a67bc07e-6d9c-42e8-96c4-cce2f1c111b3
Matallana,Comptador_Energia Reactiva Q3,,meter,meter,529d55a4-26fc-4055-b268-ed51d197ff1b,,a9a4286d-d2c2-4fc8-adb8-c91a7bc75b8f
Matallana,Comptador_Energia Reactiva Q4,,meter,meter,529d55a4-26fc-4055-b268-ed51d197ff1b,,16def43a-96b4-45be-bed4-e8c5aa88db0b
Matallana,Comptador_Vr MT,,meter,meter,529d55a4-26fc-4055-b268-ed51d197ff1b,,8898084c-890b-412d-83ab-2c99e3450243
Matallana,Comptador_Vs MT,,meter,meter,529d55a4-26fc-4055-b268-ed51d197ff1b,,ea04de86-0b13-48b7-8a90-581421bd62d4
Matallana,Comptador_Vt MT,,meter,meter,529d55a4-26fc-4055-b268-ed51d197ff1b,,fe29b853-509e-4b2e-a1c5-b82775e5d8a3
Matallana,Comptador_comunicació_ok,,meter,meter,529d55a4-26fc-4055-b268-ed51d197ff1b,,06e8520d-d1e6-4a55-b144-9a61c6a394b3
Matallana,potencia_alterna_R,,inverter1,inverter,2c30a0e4-55f1-4b63-b4f4-0ca0a0de9cb1,,30ef1f9c-e501-4351-8ec4-de09b47a77ae
Matallana,potencia_alterna_S,,inverter1,inverter,2c30a0e4-55f1-4b63-b4f4-0ca0a0de9cb1,,9c6a8567-f4fb-4add-9f22-8e5b212d32af
Matallana,potencia_alterna_T,,inverter1,inverter,2c30a0e4-55f1-4b63-b4f4-0ca0a0de9cb1,,e87f4336-d61f-4a35-b9f6-4a7f2147ac73
Matallana,energia,inverter_energy,inverter1,inverter,2c30a0e4-55f1-4b63-b4f4-0ca0a0de9cb1,,30b1a2f3-8a4c-4f6d-a604-47b27d7d9acc
Matallana,temperatura_mitjana,,inverter1,inverter,2c30a0e4-55f1-4b63-b4f4-0ca0a0de9cb1,,87230b92-6e4b-435b-ae81-8b415896e53c
Matallana,intensitat,,stringbox_SCB11,string,e138db35-202c-4b73-b592-0b043eb24ee1,inverter1,b11af160-6fc3-42ce-8bd6-65f458847aa3
Matallana,intensitat,,stringbox_SCB12,string,9826e19d-6f55-43f9-9380-5518bc5721d3,inverter1,082342f9-e37c-4d59-a1e5-30632bd19cff
Matallana,intensitat,,stringbox_SCB13,string,43333801-bd32-46dc-813f-fc67a010bc66,inverter1,01d08283-9667-4b76-a92f-a38ee72ff402
Matallana,intensitat,,stringbox_SCB14,string,a05ddc2b-573c-4448-b12e-f7d422f9797c,inverter1,34a1fb94-a2db-4f18-9fd3-f24df8d2ba3c
Matallana,intensitat,,stringbox_SCB15,string,11777046-6f33-4f3e-b055-25af3a486235,inverter1,5c214a04-f407-4da2-b277-47dae6057d27
Matallana,intensitat,,stringbox_SCB16,string,b16fa855-f89a-43e0-b335-d6207928a60e,inverter1,039169dd-9135-40f5-9a5a-53b4354bfbcf
Matallana,intensitat,,stringbox_SCB17,string,222545e3-76fe-4895-a7f6-406ccc3940b9,inverter1,d3a8916e-032d-4325-a0bb-be5152266fe3
Matallana,intensitat,,stringbox_SCB18,string,d2c1c7f2-4100-4dfe-a974-717d72125ef0,inverter1,581f0e16-648a-4062-aa1a-0fa3cff19417
Matallana,conunicacio_ok,,inverter1,inverter,2c30a0e4-55f1-4b63-b4f4-0ca0a0de9cb1,,f2574110-e170-4b18-a0cf-273dd485f67b
Matallana,potencia_alterna_R,,inverter2,inverter,b90e2718-d5eb-40d1-b351-bdbdcf20736d,,b90dfe52-9d39-4e96-98ad-3aa311ab3278
Matallana,potencia_alterna_S,,inverter2,inverter,b90e2718-d5eb-40d1-b351-bdbdcf20736d,,7a296461-8347-4729-aa0e-8978848a6fd7
Matallana,potencia_alterna_T,,inverter2,inverter,b90e2718-d5eb-40d1-b351-bdbdcf20736d,,663bce95-3461-4f87-892b-9ee5757c98fe
Matallana,energia,inverter_energy,inverter2,inverter,b90e2718-d5eb-40d1-b351-bdbdcf20736d,,5aff119b-1702-4eb2-b9a0-fb3a2b0e9626
Matallana,temperatura_mitjana,,inverter2,inverter,b90e2718-d5eb-40d1-b351-bdbdcf20736d,,4e5a7880-0b1a-4a79-abb2-c70b31c1fe0a
Matallana,intensitat,,stringbox_SCB21,string,cd03ee7e-66c3-4a04-a3e3-e6cf1149d457,inverter2,5c7695da-e51c-4d7d-bc7c-cda66f19fc27
Matallana,intensitat,,stringbox_SCB22,string,5db5fd87-b6f8-462b-86a1-11f93214071b,inverter2,8dc8c86e-934d-4990-8478-968ca4d35f67
Matallana,intensitat,,stringbox_SCB23,string,3948cead-278c-4ed5-9263-67f9717895ac,inverter2,2c0536ea-03da-4cbe-b318-c5739b77e79d
Matallana,intensitat,,stringbox_SCB24,string,688a9499-717f-4a7e-91c7-e89482d9b9e6,inverter2,a5db08f4-3d31-4562-b1d8-f2ace1825805
Matallana,intensitat,,stringbox_SCB25,string,8bb206ca-3f35-4497-b45b-3fef493260cd,inverter2,673e6600-4155-4b64-900f-1b43ab2c3335
Matallana,intensitat,,stringbox_SCB26,string,a3d08958-457b-479b-b66b-ddbaf0735161,inverter2,caba1a95-96bc-4142-b805-126ac0f9bde2
Matallana,intensitat,,stringbox_SCB27,string,06b4e6a0-ede0-41bf-9482-56d348fdc232,inverter2,7654a1e7-b3c7-4d7f-a0eb-2854aa2388cb
Matallana,intensitat,,stringbox_SCB28,string,fbca0873-1f14-4075-9ff0-758ab18de510,inverter2,d22d324f-ff58-4579-b1c0-fcc06371e2ae
Matallana,conunicacio_ok,,inverter2,inverter,b90e2718-d5eb-40d1-b351-bdbdcf20736d,,95825c86-6fec-4f4c-8c3e-9fedaf8a3b3c
Matallana,potencia_alterna_R,,inverter3,inverter,bb0310a0-976e-4a00-84d3-b21c17170eba,,10f4cdf0-5ff9-4b43-9eea-3910dc704f6c
Matallana,potencia_alterna_S,,inverter3,inverter,bb0310a0-976e-4a00-84d3-b21c17170eba,,33f16330-0d4c-4741-b012-868f04d898c7
Matallana,potencia_alterna_T,,inverter3,inverter,bb0310a0-976e-4a00-84d3-b21c17170eba,,314dcada-d979-4d38-a030-bf7bcde557b5
Matallana,energia,inverter_energy,inverter3,inverter,bb0310a0-976e-4a00-84d3-b21c17170eba,,da224f1b-2c9f-456a-8b5e-d9aa3d81fae9
Matallana,temperatura_mitjana,,inverter3,inverter,bb0310a0-976e-4a00-84d3-b21c17170eba,,576239d9-8cf4-4797-83f2-16801af275fd
Matallana,intensitat,,stringbox_SCB31,string,cd4c9217-32dd-44eb-85fd-815a676256fe,inverter3,d9f1dab0-4324-4c68-b998-85c9fa8ecbab
Matallana,intensitat,,stringbox_SCB32,string,7af64d55-151c-43e9-a561-1039845c4b24,inverter3,219cf137-1eca-4dfe-82a3-bd4503828fc6
Matallana,intensitat,,stringbox_SCB33,string,a533e611-be30-4bc6-b0ea-7e4a39017354,inverter3,0e5fee7b-ffa8-4abb-8c72-e9dabed31c89
Matallana,intensitat,,stringbox_SCB34,string,0af5abc4-e0a1-47b4-99a5-ce3394fa7efd,inverter3,a0f42728-2bce-45fa-aeb1-8b640e1b8d24
Matallana,intensitat,,stringbox_SCB35,string,8e62d08b-e710-4803-9d2e-42be25728889,inverter3,fb2d9961-e1fd-4090-8ea9-f6119c2e7c91
Matallana,intensitat,,stringbox_SCB36,string,45d60b4b-93d1-4a39-abd7-6bd344273d98,inverter3,2ee52bc6-e6d4-466f-90c0-834dd1ecb688
Matallana,intensitat,,stringbox_SCB37,string,470d3249-d49d-450e-8d3b-bc61a1e82323,inverter3,f7f3c40c-96da-4b9b-a217-d486ffc69316
Matallana,intensitat,,stringbox_SCB38,string,ae640d46-e112-48ea-9b46-c3c98801bf0a,inverter3,dfa5dc59-a52f-4270-9f87-c0e2bdd29033
Matallana,conunicacio_ok,,inverter3,inverter,bb0310a0-976e-4a00-84d3-b21c17170eba,,da41391c-dfab-48f5-9ec6-9cb8e39a9869
Matallana,potencia_alterna_R,,inverter4,inverter,2874089b-bd36-4f34-b98a-de132d876341,,882f7d7c-446b-4901-ada1-d7046a342b6d
Matallana,potencia_alterna_S,,inverter4,inverter,2874089b-bd36-4f34-b98a-de132d876341,,d43900fa-2a31-423c-871b-dccbbed70cea
Matallana,potencia_alterna_T,,inverter4,inverter,2874089b-bd36-4f34-b98a-de132d876341,,642a0330-97cc-4e3f-92d5-7632ca3f0563
Matallana,energia,inverter_energy,inverter4,inverter,2874089b-bd36-4f34-b98a-de132d876341,,99d5f1fd-7d34-4746-8603-fe5d0ddd3c06
Matallana,temperatura_mitjana,,inverter4,inverter,2874089b-bd36-4f34-b98a-de132d876341,,b4c92f6d-db94-4844-a14f-2749794786bd
Matallana,intensitat,,stringbox_SCB41,string,4f9afeb1-2b3b-4301-9b5d-7cd1e9370e1e,inverter4,6f39dc52-a7a2-472d-8ff2-00788377803e
Matallana,intensitat,,stringbox_SCB42,string,1751b86e-5d2a-4ea8-8933-fd67eb266005,inverter4,ad25c6b7-f167-470f-89b7-b9c34efdbb11
Matallana,intensitat,,stringbox_SCB43,string,400703aa-c75e-4d57-af09-e1a2203ba0df,inverter4,997747a1-ee32-417d-9160-ac17e490a736
Matallana,intensitat,,stringbox_SCB44,string,597c6ae7-f16e-4530-a483-39b5dc85cc18,inverter4,30438b85-e0d0-400e-89f6-10f9d1a8f239
Matallana,intensitat,,stringbox_SCB45,string,18e8240c-6c7f-4ed9-a9b3-99b40c51b3f1,inverter4,70f40cbc-d036-44b9-8cc1-e1b7ae474e13
Matallana,intensitat,,stringbox_SCB46,string,5cd301bf-01fb-4853-a13e-8cfc864e3881,inverter4,48de6e87-33a3-47dc-8799-6dcf8a311f81
Matallana,intensitat,,stringbox_SCB47,string,8538bc06-18c4-4d53-bcdd-5e9f3135b18a,inverter4,8963e928-a3a8-4072-9774-b3a7e0607299
Matallana,intensitat,,stringbox_SCB48,string,b1cc4ded-67de-49ed-ad10-3a6af737fb73,inverter4,bf11f120-0d54-4a4d-894c-a4128a876464
Matallana,conunicacio_ok,,inverter4,inverter,2874089b-bd36-4f34-b98a-de132d876341,,656a5c1d-c937-477e-bdc5-bf7c5ecaa27f
Matallana,temperatura_panell,,estacio_meteorologica1,sensor,6ce502a0-2d6d-4f41-b078-64cf325b7882,,e1a7f6a9-9870-4b08-8cea-ca9afbf6498c
Matallana,temperatura_sonda,,estacio_meteorologica1,sensor,6ce502a0-2d6d-4f41-b078-64cf325b7882,,a69de0fa-1089-4bfe-9b47-8c9a1f58d11e
Matallana,temperatura_ambient,,estacio_meteorologica1,sensor,6ce502a0-2d6d-4f41-b078-64cf325b7882,,816ce432-6849-4412-9dde-88065bdf342c
Matallana,conunicacio_ok,,estacio_meteorologica1,sensor,6ce502a0-2d6d-4f41-b078-64cf325b7882,,8ac0a0a5-70df-44d9-a5da-9551510c7a67
Terborg,energia_exportada,exported_energy,meter,meter,5deb3780-02e2-4dcf-a6a7-de646991762c,,02c68a0c-0e23-4785-a5d0-a744f4eac0bd
Terborg,energia_importada,,meter,meter,5deb3780-02e2-4dcf-a6a7-de646991762c,,ecc980b3-5029-441d-b9ce-53117c036bdf
Terborg,energia_reactiva_Q1,,meter,meter,5deb3780-02e2-4dcf-a6a7-de646991762c,,674bf144-836b-4527-8604-a41f7215c8f1
Terborg,energia_reactiva_Q2,,meter,meter,5deb3780-02e2-4dcf-a6a7-de646991762c,,aa8b6a0d-c53b-41b7-9001-fa05972c21c0
Terborg,energia_reactiva_Q3,,meter,meter,5deb3780-02e2-4dcf-a6a7-de646991762c,,31ae7d09-95db-447d-b5bf-358b056ef5bf
Terborg,energia_reactiva_Q4,,meter,meter,5deb3780-02e2-4dcf-a6a7-de646991762c,,fe3145f8-dfcf-47bb-808f-59aaf747a080
Terborg,Vr_MT,,meter,meter,5deb3780-02e2-4dcf-a6a7-de646991762c,,8e9182d5-4f76-4fb8-bec5-1c97b634d9ac
Terborg,Vs_MT,,meter,meter,5deb3780-02e2-4dcf-a6a7-de646991762c,,5f986a81-fb7e-4c96-ae0c-180e173b5f11
Terborg,Vt_MT,,meter,meter,5deb3780-02e2-4dcf-a6a7-de646991762c,,22596573-3772-4a86-9366-aa463d008174
Terborg,comunicacio_ok,,meter,meter,5deb3780-02e2-4dcf-a6a7-de646991762c,,7b30f478-c321-43a6-9c7b-bc89c2002ef0
Terborg,potencia_activa,,inverter111,inverter,af9f75b4-f935-450b-b7d9-6c29e58d46b1,,463342bd-ba4b-4fa8-91b4-425a4d6397cb
Terborg,frecuencia,,inverter111,inverter,af9f75b4-f935-450b-b7d9-6c29e58d46b1,,5dfe5100-b4f9-4368-b337-51892823e63a
Terborg,energia,inverter_energy,inverter111,inverter,af9f75b4-f935-450b-b7d9-6c29e58d46b1,,2ff72596-f007-4a74-b7f7-3e565bdd33e5
Terborg,energia_total,,inverter111,inverter,af9f75b4-f935-450b-b7d9-6c29e58d46b1,,486563aa-2dc1-44c3-98b5-8d346e348d84
Terborg,temperatura_mitjana,,inverter111,inverter,af9f75b4-f935-450b-b7d9-6c29e58d46b1,,87fe9154-d802-415d-b0a2-2940b6540380
Terborg,Vr_BT,,inverter111,inverter,af9f75b4-f935-450b-b7d9-6c29e58d46b1,,cf67daa1-8704-4ffd-a5ca-5f24aa3275d5
Terborg,Vs_BT,,inverter111,inverter,af9f75b4-f935-450b-b7d9-6c29e58d46b1,,92c46308-f9bf-4c5a-8538-44662312d331
Terborg,Vt_BT,,inverter111,inverter,af9f75b4-f935-450b-b7d9-6c29e58d46b1,,12bb2534-3ec3-41f4-a8da-45983bb58932
Terborg,Ir_BT,,inverter111,inverter,af9f75b4-f935-450b-b7d9-6c29e58d46b1,,0f778c2b-d620-477a-a51b-c7ccf7f60ac6
Terborg,Is_BT,,inverter111,inverter,af9f75b4-f935-450b-b7d9-6c29e58d46b1,,8980988f-e624-407b-9c52-b8d60a722427
Terborg,It_BT,,inverter111,inverter,af9f75b4-f935-450b-b7d9-6c29e58d46b1,,260730da-afc1-4f59-a7c2-86a6f873395a
Terborg,intensitat,,string1,string,ae85b3d5-671d-4563-b617-f37ec5639455,inverter111,52de4732-b315-4e23-86eb-36d39592f7ef
Terborg,intensitat,,string2,string,6fc7f200-7f70-48c9-a3a9-0eee77ce59b7,inverter111,c51a0d39-e8fb-441e-a691-77100f399051
Terborg,intensitat,,string3,string,5a15ad03-8294-44b2-824d-9c46bc25fbcd,inverter111,56def1f2-4bdc-4ed1-9303-ed510bb61308
Terborg,intensitat,,string4,string,fcb26360-bfef-4082-8b26-adfb4e093fe8,inverter111,967c2f3c-a383-4253-9e05-42b3daa12584
Terborg,intensitat,,string5,string,6a19caae-a254-47e2-970a-6c3e5ef1eea4,inverter111,9a5873a9-1396-4a1d-99e2-b92668af8801
Terborg,intensitat,,string6,string,0750aef9-2863-480f-a705-fc360665d621,inverter111,a8db3515-a151-421f-aa73-b438f7325533
Terborg,intensitat,,string7,string,1e92a5c2-9e8b-4f38-9b03-1c440ca4e218,inverter111,30b39bb8-912b-4ca0-9240-ed4226eebad2
Terborg,intensitat,,string8,string,b3cc5859-798f-4d76-a9cb-acdcd330c59b,inverter111,c658a8d0-7fd8-4ee7-896a-0a147ec40f4b
Terborg,voltatge,,string1,string,ae85b3d5-671d-4563-b617-f37ec5639455,inverter111,98d9aabb-262d-4904-85d3-1271071eb21d
Terborg,voltatge,,string2,string,6fc7f200-7f70-48c9-a3a9-0eee77ce59b7,inverter111,9f6d7463-b401-455e-8377-eab98a6efd45
Terborg,voltatge,,string3,string,5a15ad03-8294-44b2-824d-9c46bc25fbcd,inverter111,1eca74a8-51ac-43ae-873c-c31d968315ce
Terborg,voltatge,,string4,string,fcb26360-bfef-4082-8b26-adfb4e093fe8,inverter111,a39eda89-8031-4c56-8d01-a568b7a5e845
Terborg,voltatge,,string5,string,6a19caae-a254-47e2-970a-6c3e5ef1eea4,inverter111,ede62218-de73-4be4-9390-f1f4cfcafc19
Terborg,voltatge,,string6,string,0750aef9-2863-480f-a705-fc360665d621,inverter111,3e37f83e-4d9a-490e-b0e6-3cca8c6f3953
Terborg,voltatge,,string7,string,1e92a5c2-9e8b-4f38-9b03-1c440ca4e218,inverter111,43c3d53e-1f41-4dcf-bd8a-0b65a4d8d1ae
Terborg,voltatge,,string8,string,b3cc5859-798f-4d76-a9cb-acdcd330c59b,inverter111,022538c7-1a06-4b9b-982d-4c68b9faa71d
Terborg,potencia_activa,,inverter112,inverter,6b2c3db1-0eb7-430d-9dba-043ada6fb79a,,fc6597a0-cc7f-4464-a002-c074f990ab49
Terborg,frequencia,,inverter112,inverter,6b2c3db1-0eb7-430d-9dba-043ada6fb79a,,99fc4127-1005-4558-988a-3ddb8f96851c
Terborg,energia,inverter_energy,inverter112,inverter,6b2c3db1-0eb7-430d-9dba-043ada6fb79a,,5faf8647-14d7-4a7f-830f-2f058621a924
Terborg,energia_total,,inverter112,inverter,6b2c3db1-0eb7-430d-9dba-043ada6fb79a,,3f82c37b-5eb0-4aa3-9788-b07c12e00e07
Terborg,temperatura_mitjana,,inverter112,inverter,6b2c3db1-0eb7-430d-9dba-043ada6fb79a,,77afcea9-9046-4f95-bcac-69b8dbeb6d34
Terborg,Vr_BT,,inverter112,inverter,6b2c3db1-0eb7-430d-9dba-043ada6fb79a,,0ce33304-1093-43c4-97ba-99acdbd43e55
Terborg,Vs_BT,,inverter112,inverter,6b2c3db1-0eb7-430d-9dba-043ada6fb79a,,339bb2c7-7bbf-4e96-bba0-89835fdaaac8
Terborg,Vt_BT,,inverter112,inverter,6b2c3db1-0eb7-430d-9dba-043ada6fb79a,,18843796-0d85-4665-a6cf-144f48f549a0
Terborg,Ir_BT,,inverter112,inverter,6b2c3db1-0eb7-430d-9dba-043ada6fb79a,,ec525dee-b099-4936-9f13-af1f20f8d206
Terborg,Is_BT,,inverter112,inverter,6b2c3db1-0eb7-430d-9dba-043ada6fb79a,,2cf8022a-8119-49ef-a706-9a332ab678e0
Terborg,It_BT,,inverter112,inverter,6b2c3db1-0eb7-430d-9dba-043ada6fb79a,,26f384a3-4a36-4f4f-930f-706fc0528cc6
Terborg,intensitat,,string1,string,ffd57da1-1aa2-4215-aad0-13d5e63f94e0,inverter112,6cb1bff7-3a78-40bd-9a68-54272b789698
Terborg,intensitat,,string2,string,4bc5987c-ed6a-4bf7-bbe4-92bfb82a7220,inverter112,8635c4fc-89de-4770-ad65-f6e9e4346707
Terborg,intensitat,,string3,string,f2592f41-ec10-417c-bf67-aea5db320a34,inverter112,6e405203-949a-4173-b782-d6c66557cf0c
Terborg,intensitat,,string4,string,6338afdd-7377-4ce2-9d34-7d433220bea1,inverter112,58fa2e6d-83bd-4496-a69d-2b04fbf1f0d5
Terborg,intensitat,,string5,string,4dafb902-e481-4709-be99-af77ecf9fd83,inverter112,beea0bf9-062d-49a8-b56a-7d0d723e2e75
Terborg,intensitat,,string6,string,237005ac-67bf-40b0-bce4-c1ba82028354,inverter112,c44b8d27-8fa1-4d10-be57-9d11f265add9
Terborg,intensitat,,string7,string,e0ab6e51-d88f-41fd-aeba-5ff72ac2cbe5,inverter112,4da4ba2d-a9b9-46bf-924a-c9f587f6f326
Terborg,intensitat,,string8,string,fcb63c99-f3a1-4239-90e4-81e614cabac2,inverter112,56c52421-041b-448c-9c4a-bd60f8ff26b4
Terborg,voltatge,,string1,string,ffd57da1-1aa2-4215-aad0-13d5e63f94e0,inverter112,e1e253f5-1d15-459d-a922-864197c216ea
Terborg,voltatge,,string2,string,4bc5987c-ed6a-4bf7-bbe4-92bfb82a7220,inverter112,e252665c-f942-4cb6-989a-ccbcca788335
Terborg,voltatge,,string3,string,f2592f41-ec10-417c-bf67-aea5db320a34,inverter112,db64f196-197d-4d80-a0a5-a09b2a5180e0
Terborg,voltatge,,string4,string,6338afdd-7377-4ce2-9d34-7d433220bea1,inverter112,7a97ca97-d7e9-4dd7-9e5b-c13b5f4595b7
Terborg,voltatge,,string5,string,4dafb902-e481-4709-be99-af77ecf9fd83,inverter112,9a7cb288-8905-4b2d-ba5b-2d9b2b501a0e
Terborg,voltatge,,string6,string,237005ac-67bf-40b0-bce4-c1ba82028354,inverter112,eecbf8d4-0e3d-4bf3-bb10-09c6f16ed5b8
Terborg,voltatge,,string7,string,e0ab6e51-d88f-41fd-aeba-5ff72ac2cbe5,inverter112,58b2ddb6-146f-42d4-b43f-863bada2272a
Terborg,voltatge,,string8,string,fcb63c99-f3a1-4239-90e4-81e614cabac2,inverter112,1eeb307c-7c95-42f5-8d83-fd5cb1210a6f
Terborg,potencia_activa,,inverter113,inverter,0177a832-1a62-446a-9a56-8c582c42443d,,665d3198-bc65-4aaf-9b31-dc2632a6775b
Terborg,frecuencia,,inverter113,inverter,0177a832-1a62-446a-9a56-8c582c42443d,,4de356ab-0602-4db6-8ba9-37e7cdfb0d48
Terborg,energia,inverter_energy,inverter113,inverter,0177a832-1a62-446a-9a56-8c582c42443d,,90cb50fc-d2ff-40f3-ad04-8434efe81ef2
Terborg,energia_total,,inverter113,inverter,0177a832-1a62-446a-9a56-8c582c42443d,,39b4fb70-13e6-4dcf-937a-6d2603835f28
Terborg,temperatura_mitjana,,inverter113,inverter,0177a832-1a62-446a-9a56-8c582c42443d,,60c457b1-7403-48c3-9e04-af53568209ee
Terborg,Vr_BT,,inverter113,inverter,0177a832-1a62-446a-9a56-8c582c42443d,,6e821878-0d94-4339-9326-7aac4c655231
Terborg,Vs_BT,,inverter113,inverter,0177a832-1a62-446a-9a56-8c582c42443d,,b5a3e4a6-ff7d-4d30-9583-640120794ac8
Terborg,Vt_BT,,inverter113,inverter,0177a832-1a62-446a-9a56-8c582c42443d,,824753df-9936-4282-833c-75a00dd25f85
Terborg,Ir_BT,,inverter113,inverter,0177a832-1a62-446a-9a56-8c582c42443d,,446beb87-4f76-4ab2-89db-8865af5184b9
Terborg,Is_BT,,inverter113,inverter,0177a832-1a62-446a-9a56-8c582c42443d,,40784873-e953-412a-b24c-679b703cebf5
Terborg,It_BT,,inverter113,inverter,0177a832-1a62-446a-9a56-8c582c42443d,,131ae52f-24c0-4529-96e7-17a395827c4c
Terborg,intensitat,,string1,string,036131fd-ea03-4b3d-aa08-817d491e3214,inverter113,a01324b3-0023-44aa-8c9c-0b81f9a199b0
Terborg,intensitat,,string2,string,e76cdfa0-8a96-434f-8682-f8c446098852,inverter113,e98da4a5-f094-45d7-a80d-86a5b1eddc0a
Terborg,intensitat,,string3,string,be3e55a2-05f0-4e21-8504-73bd6985d3b3,inverter113,694ceb46-4d05-4b27-801f-f724858fe575
Terborg,intensitat,,string4,string,c53a3aed-08f0-4b97-a2aa-261572bb7c7f,inverter113,3804ee3f-c798-4a5e-8369-3badc54ae718
Terborg,intensitat,,string5,string,35128d88-1811-4cbf-8d98-b85ba3b61f98,inverter113,431e4326-d2bd-4da8-b891-4dd74b7bb4b5
Terborg,intensitat,,string6,string,ca93c095-168e-430b-97bb-5a3ac926189c,inverter113,7ac25eb1-3367-40f5-a417-83bda1d82d37
Terborg,intensitat,,string7,string,210150d0-e660-4ac8-9743-87ea853c24b6,inverter113,7409e4b7-1266-4477-a1dd-1e2f18d34bb2
Terborg,intensitat,,string8,string,792d6318-9cc1-49d9-b9c5-ab547ced01d0,inverter113,9bbad353-0020-455d-811b-069ff0112a1c
Terborg,voltatge,,string1,string,036131fd-ea03-4b3d-aa08-817d491e3214,inverter113,79fa0062-794b-4fcf-8856-2f2c97b19710
Terborg,voltatge,,string2,string,e76cdfa0-8a96-434f-8682-f8c446098852,inverter113,4899dc28-a03b-46c6-9370-158ca08568ee
Terborg,voltatge,,string3,string,be3e55a2-05f0-4e21-8504-73bd6985d3b3,inverter113,03c8cf14-b64d-4451-a4bf-e0d2b0aa9fbd
Terborg,voltatge,,string4,string,c53a3aed-08f0-4b97-a2aa-261572bb7c7f,inverter113,e66923ec-4daa-4cb8-ac3a-3e682abd866d
Terborg,voltatge,,string5,string,35128d88-1811-4cbf-8d98-b85ba3b61f98,inverter113,acc74ee6-b669-4dd1-976a-a92f8abecb56
Terborg,voltatge,,string6,string,ca93c095-168e-430b-97bb-5a3ac926189c,inverter113,97dd894e-db46-4c08-af5c-85673f61d2d9
Terborg,voltatge,,string7,string,210150d0-e660-4ac8-9743-87ea853c24b6,inverter113,7e9cd93c-d53b-480d-aac1-e9ea4be51752
Terborg,voltatge,,string8,string,792d6318-9cc1-49d9-b9c5-ab547ced01d0,inverter113,da6b2229-161e-4590-8ba3-d00d7e8c19ea
Terborg,potencia_activa,,inverter114,inverter,a85b9e21-a477-45b7-9b60-440f33c1fb41,,7563653c-35cd-418c-b5b7-1fd71d6d19d3
